date,ageGroup,vaxxed
10/06/2021,2 - 4 Years,0
10/06/2021,5 - 11 Years,0.007
10/06/2021,12 - 17 Years,0.581
10/06/2021,18 - 24 Years,0.649
10/06/2021,25 - 49 Years,0.709
10/06/2021,50 - 64 Years,0.832
10/06/2021,65+ Years,0.939
10/05/2021,<2 Years,0
10/05/2021,2 - 4 Years,0
10/05/2021,5 - 11 Years,0.007
10/05/2021,12 - 17 Years,0.581
10/05/2021,18 - 24 Years,0.648
10/05/2021,25 - 49 Years,0.708
10/05/2021,50 - 64 Years,0.831
10/05/2021,65+ Years,0.938
10/04/2021,<2 Years,0
10/04/2021,2 - 4 Years,0
10/04/2021,5 - 11 Years,0.007
10/04/2021,12 - 17 Years,0.58
10/04/2021,18 - 24 Years,0.647
10/04/2021,25 - 49 Years,0.707
10/04/2021,50 - 64 Years,0.831
10/04/2021,65+ Years,0.937
10/03/2021,<2 Years,0
10/03/2021,2 - 4 Years,0
10/03/2021,5 - 11 Years,0.007
10/03/2021,12 - 17 Years,0.579
10/03/2021,18 - 24 Years,0.646
10/03/2021,25 - 49 Years,0.706
10/03/2021,50 - 64 Years,0.83
10/03/2021,65+ Years,0.936
10/02/2021,<2 Years,0
10/02/2021,2 - 4 Years,0
10/02/2021,5 - 11 Years,0.007
10/02/2021,12 - 17 Years,0.579
10/02/2021,18 - 24 Years,0.646
10/02/2021,25 - 49 Years,0.706
10/02/2021,50 - 64 Years,0.83
10/02/2021,65+ Years,0.936
10/01/2021,<2 Years,0
10/01/2021,2 - 4 Years,0
10/01/2021,5 - 11 Years,0.007
10/01/2021,12 - 17 Years,0.578
10/01/2021,18 - 24 Years,0.645
10/01/2021,25 - 49 Years,0.705
10/01/2021,50 - 64 Years,0.829
10/01/2021,65+ Years,0.935
09/30/2021,<2 Years,0
09/30/2021,2 - 4 Years,0
09/30/2021,5 - 11 Years,0.007
09/30/2021,12 - 17 Years,0.576
09/30/2021,18 - 24 Years,0.644
09/30/2021,25 - 49 Years,0.704
09/30/2021,50 - 64 Years,0.828
09/30/2021,65+ Years,0.934
09/29/2021,<2 Years,0
09/29/2021,2 - 4 Years,0
09/29/2021,5 - 11 Years,0.007
09/29/2021,12 - 17 Years,0.576
09/29/2021,18 - 24 Years,0.643
09/29/2021,25 - 49 Years,0.703
09/29/2021,50 - 64 Years,0.828
09/29/2021,65+ Years,0.933
09/28/2021,<2 Years,0
09/28/2021,2 - 4 Years,0
09/28/2021,5 - 11 Years,0.007
09/28/2021,12 - 17 Years,0.575
09/28/2021,18 - 24 Years,0.642
09/28/2021,25 - 49 Years,0.702
09/28/2021,50 - 64 Years,0.827
09/28/2021,65+ Years,0.932
09/27/2021,<2 Years,0
09/27/2021,2 - 4 Years,0
09/27/2021,5 - 11 Years,0.007
09/27/2021,12 - 17 Years,0.574
09/27/2021,18 - 24 Years,0.641
09/27/2021,25 - 49 Years,0.701
09/27/2021,50 - 64 Years,0.826
09/27/2021,65+ Years,0.93
09/26/2021,<2 Years,0
09/26/2021,2 - 4 Years,0
09/26/2021,5 - 11 Years,0.007
09/26/2021,12 - 17 Years,0.573
09/26/2021,18 - 24 Years,0.639
09/26/2021,25 - 49 Years,0.7
09/26/2021,50 - 64 Years,0.826
09/26/2021,65+ Years,0.929
09/25/2021,<2 Years,0
09/25/2021,2 - 4 Years,0
09/25/2021,5 - 11 Years,0.007
09/25/2021,12 - 17 Years,0.572
09/25/2021,18 - 24 Years,0.639
09/25/2021,25 - 49 Years,0.699
09/25/2021,50 - 64 Years,0.825
09/25/2021,65+ Years,0.928
09/24/2021,<2 Years,0
09/24/2021,2 - 4 Years,0
09/24/2021,5 - 11 Years,0.007
09/24/2021,12 - 17 Years,0.571
09/24/2021,18 - 24 Years,0.638
09/24/2021,25 - 49 Years,0.699
09/24/2021,50 - 64 Years,0.825
09/24/2021,65+ Years,0.928
09/23/2021,<2 Years,0
09/23/2021,2 - 4 Years,0
09/23/2021,5 - 11 Years,0.007
09/23/2021,12 - 17 Years,0.569
09/23/2021,18 - 24 Years,0.637
09/23/2021,25 - 49 Years,0.697
09/23/2021,50 - 64 Years,0.824
09/23/2021,65+ Years,0.927
09/22/2021,<2 Years,0
09/22/2021,2 - 4 Years,0
09/22/2021,5 - 11 Years,0.007
09/22/2021,12 - 17 Years,0.568
09/22/2021,18 - 24 Years,0.635
09/22/2021,25 - 49 Years,0.696
09/22/2021,50 - 64 Years,0.823
09/22/2021,65+ Years,0.926
09/21/2021,<2 Years,0
09/21/2021,2 - 4 Years,0
09/21/2021,5 - 11 Years,0.007
09/21/2021,12 - 17 Years,0.567
09/21/2021,18 - 24 Years,0.634
09/21/2021,25 - 49 Years,0.695
09/21/2021,50 - 64 Years,0.823
09/21/2021,65+ Years,0.926
09/20/2021,<2 Years,0
09/20/2021,2 - 4 Years,0
09/20/2021,5 - 11 Years,0.007
09/20/2021,12 - 17 Years,0.566
09/20/2021,18 - 24 Years,0.633
09/20/2021,25 - 49 Years,0.694
09/20/2021,50 - 64 Years,0.822
09/20/2021,65+ Years,0.925
09/19/2021,<2 Years,0
09/19/2021,2 - 4 Years,0
09/19/2021,5 - 11 Years,0.007
09/19/2021,12 - 17 Years,0.565
09/19/2021,18 - 24 Years,0.632
09/19/2021,25 - 49 Years,0.693
09/19/2021,50 - 64 Years,0.821
09/19/2021,65+ Years,0.925
09/18/2021,<2 Years,0
09/18/2021,2 - 4 Years,0
09/18/2021,5 - 11 Years,0.007
09/18/2021,12 - 17 Years,0.564
09/18/2021,18 - 24 Years,0.631
09/18/2021,25 - 49 Years,0.692
09/18/2021,50 - 64 Years,0.821
09/18/2021,65+ Years,0.925
09/17/2021,<2 Years,0
09/17/2021,2 - 4 Years,0
09/17/2021,5 - 11 Years,0.007
09/17/2021,12 - 17 Years,0.563
09/17/2021,18 - 24 Years,0.63
09/17/2021,25 - 49 Years,0.691
09/17/2021,50 - 64 Years,0.82
09/17/2021,65+ Years,0.924
09/16/2021,<2 Years,0
09/16/2021,2 - 4 Years,0
09/16/2021,5 - 11 Years,0.007
09/16/2021,12 - 17 Years,0.561
09/16/2021,18 - 24 Years,0.628
09/16/2021,25 - 49 Years,0.69
09/16/2021,50 - 64 Years,0.819
09/16/2021,65+ Years,0.924
09/15/2021,<2 Years,0
09/15/2021,2 - 4 Years,0
09/15/2021,5 - 11 Years,0.007
09/15/2021,12 - 17 Years,0.559
09/15/2021,18 - 24 Years,0.627
09/15/2021,25 - 49 Years,0.688
09/15/2021,50 - 64 Years,0.819
09/15/2021,65+ Years,0.923
09/14/2021,<2 Years,0
09/14/2021,2 - 4 Years,0
09/14/2021,5 - 11 Years,0.007
09/14/2021,12 - 17 Years,0.558
09/14/2021,18 - 24 Years,0.625
09/14/2021,25 - 49 Years,0.687
09/14/2021,50 - 64 Years,0.818
09/14/2021,65+ Years,0.923
09/13/2021,<2 Years,0
09/13/2021,2 - 4 Years,0
09/13/2021,5 - 11 Years,0.007
09/13/2021,12 - 17 Years,0.557
09/13/2021,18 - 24 Years,0.623
09/13/2021,25 - 49 Years,0.686
09/13/2021,50 - 64 Years,0.817
09/13/2021,65+ Years,0.922
09/12/2021,<2 Years,0
09/12/2021,2 - 4 Years,0
09/12/2021,5 - 11 Years,0.007
09/12/2021,12 - 17 Years,0.555
09/12/2021,18 - 24 Years,0.622
09/12/2021,25 - 49 Years,0.684
09/12/2021,50 - 64 Years,0.816
09/12/2021,65+ Years,0.922
09/11/2021,<2 Years,0
09/11/2021,2 - 4 Years,0
09/11/2021,5 - 11 Years,0.007
09/11/2021,12 - 17 Years,0.554
09/11/2021,18 - 24 Years,0.621
09/11/2021,25 - 49 Years,0.684
09/11/2021,50 - 64 Years,0.816
09/11/2021,65+ Years,0.922
09/10/2021,<2 Years,0
09/10/2021,2 - 4 Years,0
09/10/2021,5 - 11 Years,0.007
09/10/2021,12 - 17 Years,0.552
09/10/2021,18 - 24 Years,0.62
09/10/2021,25 - 49 Years,0.682
09/10/2021,50 - 64 Years,0.815
09/10/2021,65+ Years,0.921
09/09/2021,<2 Years,0
09/09/2021,2 - 4 Years,0
09/09/2021,5 - 11 Years,0.007
09/09/2021,12 - 17 Years,0.55
09/09/2021,18 - 24 Years,0.617
09/09/2021,25 - 49 Years,0.681
09/09/2021,50 - 64 Years,0.814
09/09/2021,65+ Years,0.921
09/08/2021,<2 Years,0
09/08/2021,2 - 4 Years,0
09/08/2021,5 - 11 Years,0.007
09/08/2021,12 - 17 Years,0.548
09/08/2021,18 - 24 Years,0.615
09/08/2021,25 - 49 Years,0.679
09/08/2021,50 - 64 Years,0.813
09/08/2021,65+ Years,0.92
09/07/2021,<2 Years,0
09/07/2021,2 - 4 Years,0
09/07/2021,5 - 11 Years,0.007
09/07/2021,12 - 17 Years,0.547
09/07/2021,18 - 24 Years,0.614
09/07/2021,25 - 49 Years,0.677
09/07/2021,50 - 64 Years,0.812
09/07/2021,65+ Years,0.92
09/06/2021,<2 Years,0
09/06/2021,2 - 4 Years,0
09/06/2021,5 - 11 Years,0.007
09/06/2021,12 - 17 Years,0.545
09/06/2021,18 - 24 Years,0.612
09/06/2021,25 - 49 Years,0.676
09/06/2021,50 - 64 Years,0.811
09/06/2021,65+ Years,0.919
09/05/2021,<2 Years,0
09/05/2021,2 - 4 Years,0
09/05/2021,5 - 11 Years,0.007
09/05/2021,12 - 17 Years,0.544
09/05/2021,18 - 24 Years,0.611
09/05/2021,25 - 49 Years,0.676
09/05/2021,50 - 64 Years,0.811
09/05/2021,65+ Years,0.919
09/04/2021,<2 Years,0
09/04/2021,2 - 4 Years,0
09/04/2021,5 - 11 Years,0.007
09/04/2021,12 - 17 Years,0.543
09/04/2021,18 - 24 Years,0.61
09/04/2021,25 - 49 Years,0.675
09/04/2021,50 - 64 Years,0.81
09/04/2021,65+ Years,0.919
09/03/2021,<2 Years,0
09/03/2021,2 - 4 Years,0
09/03/2021,5 - 11 Years,0.007
09/03/2021,12 - 17 Years,0.541
09/03/2021,18 - 24 Years,0.609
09/03/2021,25 - 49 Years,0.674
09/03/2021,50 - 64 Years,0.81
09/03/2021,65+ Years,0.918
09/02/2021,<2 Years,0
09/02/2021,2 - 4 Years,0
09/02/2021,5 - 11 Years,0.007
09/02/2021,12 - 17 Years,0.538
09/02/2021,18 - 24 Years,0.607
09/02/2021,25 - 49 Years,0.672
09/02/2021,50 - 64 Years,0.808
09/02/2021,65+ Years,0.918
09/01/2021,<2 Years,0
09/01/2021,2 - 4 Years,0
09/01/2021,5 - 11 Years,0.007
09/01/2021,12 - 17 Years,0.536
09/01/2021,18 - 24 Years,0.605
09/01/2021,25 - 49 Years,0.67
09/01/2021,50 - 64 Years,0.807
09/01/2021,65+ Years,0.917
08/31/2021,<2 Years,0
08/31/2021,2 - 4 Years,0
08/31/2021,5 - 11 Years,0.007
08/31/2021,12 - 17 Years,0.534
08/31/2021,18 - 24 Years,0.603
08/31/2021,25 - 49 Years,0.669
08/31/2021,50 - 64 Years,0.806
08/31/2021,65+ Years,0.916
08/30/2021,<2 Years,0
08/30/2021,2 - 4 Years,0
08/30/2021,5 - 11 Years,0.007
08/30/2021,12 - 17 Years,0.532
08/30/2021,18 - 24 Years,0.601
08/30/2021,25 - 49 Years,0.667
08/30/2021,50 - 64 Years,0.805
08/30/2021,65+ Years,0.916
08/29/2021,<2 Years,0
08/29/2021,2 - 4 Years,0
08/29/2021,5 - 11 Years,0.007
08/29/2021,12 - 17 Years,0.53
08/29/2021,18 - 24 Years,0.599
08/29/2021,25 - 49 Years,0.665
08/29/2021,50 - 64 Years,0.804
08/29/2021,65+ Years,0.915
08/28/2021,<2 Years,0
08/28/2021,2 - 4 Years,0
08/28/2021,5 - 11 Years,0.007
08/28/2021,12 - 17 Years,0.528
08/28/2021,18 - 24 Years,0.598
08/28/2021,25 - 49 Years,0.664
08/28/2021,50 - 64 Years,0.803
08/28/2021,65+ Years,0.915
08/27/2021,<2 Years,0
08/27/2021,2 - 4 Years,0
08/27/2021,5 - 11 Years,0.007
08/27/2021,12 - 17 Years,0.526
08/27/2021,18 - 24 Years,0.597
08/27/2021,25 - 49 Years,0.663
08/27/2021,50 - 64 Years,0.803
08/27/2021,65+ Years,0.914
08/26/2021,<2 Years,0
08/26/2021,2 - 4 Years,0
08/26/2021,5 - 11 Years,0.007
08/26/2021,12 - 17 Years,0.522
08/26/2021,18 - 24 Years,0.594
08/26/2021,25 - 49 Years,0.661
08/26/2021,50 - 64 Years,0.801
08/26/2021,65+ Years,0.914
08/25/2021,<2 Years,0
08/25/2021,2 - 4 Years,0
08/25/2021,5 - 11 Years,0.007
08/25/2021,12 - 17 Years,0.52
08/25/2021,18 - 24 Years,0.592
08/25/2021,25 - 49 Years,0.659
08/25/2021,50 - 64 Years,0.8
08/25/2021,65+ Years,0.913
08/24/2021,<2 Years,0
08/24/2021,2 - 4 Years,0
08/24/2021,5 - 11 Years,0.007
08/24/2021,12 - 17 Years,0.517
08/24/2021,18 - 24 Years,0.59
08/24/2021,25 - 49 Years,0.657
08/24/2021,50 - 64 Years,0.798
08/24/2021,65+ Years,0.912
08/23/2021,<2 Years,0
08/23/2021,2 - 4 Years,0
08/23/2021,5 - 11 Years,0.007
08/23/2021,12 - 17 Years,0.515
08/23/2021,18 - 24 Years,0.587
08/23/2021,25 - 49 Years,0.655
08/23/2021,50 - 64 Years,0.797
08/23/2021,65+ Years,0.911
08/22/2021,<2 Years,0
08/22/2021,2 - 4 Years,0
08/22/2021,5 - 11 Years,0.007
08/22/2021,12 - 17 Years,0.512
08/22/2021,18 - 24 Years,0.585
08/22/2021,25 - 49 Years,0.653
08/22/2021,50 - 64 Years,0.796
08/22/2021,65+ Years,0.911
08/21/2021,<2 Years,0
08/21/2021,2 - 4 Years,0
08/21/2021,5 - 11 Years,0.007
08/21/2021,12 - 17 Years,0.511
08/21/2021,18 - 24 Years,0.585
08/21/2021,25 - 49 Years,0.652
08/21/2021,50 - 64 Years,0.795
08/21/2021,65+ Years,0.91
08/20/2021,<2 Years,0
08/20/2021,2 - 4 Years,0
08/20/2021,5 - 11 Years,0.007
08/20/2021,12 - 17 Years,0.508
08/20/2021,18 - 24 Years,0.583
08/20/2021,25 - 49 Years,0.651
08/20/2021,50 - 64 Years,0.795
08/20/2021,65+ Years,0.91
08/19/2021,<2 Years,0
08/19/2021,2 - 4 Years,0
08/19/2021,5 - 11 Years,0.007
08/19/2021,12 - 17 Years,0.504
08/19/2021,18 - 24 Years,0.581
08/19/2021,25 - 49 Years,0.649
08/19/2021,50 - 64 Years,0.793
08/19/2021,65+ Years,0.909
08/18/2021,<2 Years,0
08/18/2021,2 - 4 Years,0
08/18/2021,5 - 11 Years,0.007
08/18/2021,12 - 17 Years,0.501
08/18/2021,18 - 24 Years,0.579
08/18/2021,25 - 49 Years,0.647
08/18/2021,50 - 64 Years,0.792
08/18/2021,65+ Years,0.908
08/17/2021,<2 Years,0
08/17/2021,2 - 4 Years,0
08/17/2021,5 - 11 Years,0.007
08/17/2021,12 - 17 Years,0.498
08/17/2021,18 - 24 Years,0.577
08/17/2021,25 - 49 Years,0.645
08/17/2021,50 - 64 Years,0.79
08/17/2021,65+ Years,0.908
08/16/2021,<2 Years,0
08/16/2021,2 - 4 Years,0
08/16/2021,5 - 11 Years,0.007
08/16/2021,12 - 17 Years,0.495
08/16/2021,18 - 24 Years,0.574
08/16/2021,25 - 49 Years,0.643
08/16/2021,50 - 64 Years,0.789
08/16/2021,65+ Years,0.907
08/15/2021,<2 Years,0
08/15/2021,2 - 4 Years,0
08/15/2021,5 - 11 Years,0.007
08/15/2021,12 - 17 Years,0.492
08/15/2021,18 - 24 Years,0.572
08/15/2021,25 - 49 Years,0.641
08/15/2021,50 - 64 Years,0.788
08/15/2021,65+ Years,0.906
08/14/2021,<2 Years,0
08/14/2021,2 - 4 Years,0
08/14/2021,5 - 11 Years,0.007
08/14/2021,12 - 17 Years,0.49
08/14/2021,18 - 24 Years,0.571
08/14/2021,25 - 49 Years,0.641
08/14/2021,50 - 64 Years,0.787
08/14/2021,65+ Years,0.906
08/13/2021,<2 Years,0
08/13/2021,2 - 4 Years,0
08/13/2021,5 - 11 Years,0.007
08/13/2021,12 - 17 Years,0.487
08/13/2021,18 - 24 Years,0.57
08/13/2021,25 - 49 Years,0.639
08/13/2021,50 - 64 Years,0.786
08/13/2021,65+ Years,0.905
08/12/2021,<2 Years,0
08/12/2021,2 - 4 Years,0
08/12/2021,5 - 11 Years,0.007
08/12/2021,12 - 17 Years,0.483
08/12/2021,18 - 24 Years,0.567
08/12/2021,25 - 49 Years,0.637
08/12/2021,50 - 64 Years,0.785
08/12/2021,65+ Years,0.905
08/11/2021,<2 Years,0
08/11/2021,2 - 4 Years,0
08/11/2021,5 - 11 Years,0.007
08/11/2021,12 - 17 Years,0.479
08/11/2021,18 - 24 Years,0.565
08/11/2021,25 - 49 Years,0.635
08/11/2021,50 - 64 Years,0.783
08/11/2021,65+ Years,0.904
08/10/2021,<2 Years,0
08/10/2021,2 - 4 Years,0
08/10/2021,5 - 11 Years,0.007
08/10/2021,12 - 17 Years,0.475
08/10/2021,18 - 24 Years,0.563
08/10/2021,25 - 49 Years,0.633
08/10/2021,50 - 64 Years,0.782
08/10/2021,65+ Years,0.903
08/09/2021,<2 Years,0
08/09/2021,2 - 4 Years,0
08/09/2021,5 - 11 Years,0.007
08/09/2021,12 - 17 Years,0.471
08/09/2021,18 - 24 Years,0.56
08/09/2021,25 - 49 Years,0.631
08/09/2021,50 - 64 Years,0.781
08/09/2021,65+ Years,0.903
08/08/2021,<2 Years,0
08/08/2021,2 - 4 Years,0
08/08/2021,5 - 11 Years,0.007
08/08/2021,12 - 17 Years,0.467
08/08/2021,18 - 24 Years,0.558
08/08/2021,25 - 49 Years,0.629
08/08/2021,50 - 64 Years,0.779
08/08/2021,65+ Years,0.902
08/07/2021,<2 Years,0
08/07/2021,2 - 4 Years,0
08/07/2021,5 - 11 Years,0.007
08/07/2021,12 - 17 Years,0.465
08/07/2021,18 - 24 Years,0.557
08/07/2021,25 - 49 Years,0.628
08/07/2021,50 - 64 Years,0.779
08/07/2021,65+ Years,0.902
08/06/2021,<2 Years,0
08/06/2021,2 - 4 Years,0
08/06/2021,5 - 11 Years,0.007
08/06/2021,12 - 17 Years,0.461
08/06/2021,18 - 24 Years,0.555
08/06/2021,25 - 49 Years,0.626
08/06/2021,50 - 64 Years,0.778
08/06/2021,65+ Years,0.901
08/05/2021,<2 Years,0
08/05/2021,2 - 4 Years,0
08/05/2021,5 - 11 Years,0.007
08/05/2021,12 - 17 Years,0.457
08/05/2021,18 - 24 Years,0.553
08/05/2021,25 - 49 Years,0.624
08/05/2021,50 - 64 Years,0.776
08/05/2021,65+ Years,0.901
08/04/2021,<2 Years,0
08/04/2021,2 - 4 Years,0
08/04/2021,5 - 11 Years,0.007
08/04/2021,12 - 17 Years,0.452
08/04/2021,18 - 24 Years,0.55
08/04/2021,25 - 49 Years,0.622
08/04/2021,50 - 64 Years,0.774
08/04/2021,65+ Years,0.9
08/03/2021,<2 Years,0
08/03/2021,2 - 4 Years,0
08/03/2021,5 - 11 Years,0.007
08/03/2021,12 - 17 Years,0.448
08/03/2021,18 - 24 Years,0.548
08/03/2021,25 - 49 Years,0.619
08/03/2021,50 - 64 Years,0.773
08/03/2021,65+ Years,0.899
08/02/2021,<2 Years,0
08/02/2021,2 - 4 Years,0
08/02/2021,5 - 11 Years,0.007
08/02/2021,12 - 17 Years,0.444
08/02/2021,18 - 24 Years,0.546
08/02/2021,25 - 49 Years,0.617
08/02/2021,50 - 64 Years,0.771
08/02/2021,65+ Years,0.898
08/01/2021,<2 Years,0
08/01/2021,2 - 4 Years,0
08/01/2021,5 - 11 Years,0.007
08/01/2021,12 - 17 Years,0.44
08/01/2021,18 - 24 Years,0.543
08/01/2021,25 - 49 Years,0.616
08/01/2021,50 - 64 Years,0.77
08/01/2021,65+ Years,0.898
07/31/2021,<2 Years,0
07/31/2021,2 - 4 Years,0
07/31/2021,5 - 11 Years,0.007
07/31/2021,12 - 17 Years,0.438
07/31/2021,18 - 24 Years,0.542
07/31/2021,25 - 49 Years,0.615
07/31/2021,50 - 64 Years,0.769
07/31/2021,65+ Years,0.897
07/30/2021,<2 Years,0
07/30/2021,2 - 4 Years,0
07/30/2021,5 - 11 Years,0.007
07/30/2021,12 - 17 Years,0.435
07/30/2021,18 - 24 Years,0.541
07/30/2021,25 - 49 Years,0.613
07/30/2021,50 - 64 Years,0.768
07/30/2021,65+ Years,0.897
07/29/2021,<2 Years,0
07/29/2021,2 - 4 Years,0
07/29/2021,5 - 11 Years,0.007
07/29/2021,12 - 17 Years,0.431
07/29/2021,18 - 24 Years,0.538
07/29/2021,25 - 49 Years,0.611
07/29/2021,50 - 64 Years,0.766
07/29/2021,65+ Years,0.896
07/28/2021,<2 Years,0
07/28/2021,2 - 4 Years,0
07/28/2021,5 - 11 Years,0.007
07/28/2021,12 - 17 Years,0.427
07/28/2021,18 - 24 Years,0.536
07/28/2021,25 - 49 Years,0.609
07/28/2021,50 - 64 Years,0.765
07/28/2021,65+ Years,0.896
07/27/2021,<2 Years,0
07/27/2021,2 - 4 Years,0
07/27/2021,5 - 11 Years,0.007
07/27/2021,12 - 17 Years,0.423
07/27/2021,18 - 24 Years,0.534
07/27/2021,25 - 49 Years,0.607
07/27/2021,50 - 64 Years,0.763
07/27/2021,65+ Years,0.895
07/26/2021,<2 Years,0
07/26/2021,2 - 4 Years,0
07/26/2021,5 - 11 Years,0.007
07/26/2021,12 - 17 Years,0.42
07/26/2021,18 - 24 Years,0.532
07/26/2021,25 - 49 Years,0.606
07/26/2021,50 - 64 Years,0.762
07/26/2021,65+ Years,0.894
07/25/2021,<2 Years,0
07/25/2021,2 - 4 Years,0
07/25/2021,5 - 11 Years,0.007
07/25/2021,12 - 17 Years,0.416
07/25/2021,18 - 24 Years,0.53
07/25/2021,25 - 49 Years,0.604
07/25/2021,50 - 64 Years,0.761
07/25/2021,65+ Years,0.894
07/24/2021,<2 Years,0
07/24/2021,2 - 4 Years,0
07/24/2021,5 - 11 Years,0.007
07/24/2021,12 - 17 Years,0.414
07/24/2021,18 - 24 Years,0.529
07/24/2021,25 - 49 Years,0.603
07/24/2021,50 - 64 Years,0.76
07/24/2021,65+ Years,0.893
07/23/2021,<2 Years,0
07/23/2021,2 - 4 Years,0
07/23/2021,5 - 11 Years,0.007
07/23/2021,12 - 17 Years,0.412
07/23/2021,18 - 24 Years,0.528
07/23/2021,25 - 49 Years,0.602
07/23/2021,50 - 64 Years,0.759
07/23/2021,65+ Years,0.893
07/22/2021,<2 Years,0
07/22/2021,2 - 4 Years,0
07/22/2021,5 - 11 Years,0.007
07/22/2021,12 - 17 Years,0.408
07/22/2021,18 - 24 Years,0.526
07/22/2021,25 - 49 Years,0.6
07/22/2021,50 - 64 Years,0.758
07/22/2021,65+ Years,0.892
07/21/2021,<2 Years,0
07/21/2021,2 - 4 Years,0
07/21/2021,5 - 11 Years,0.007
07/21/2021,12 - 17 Years,0.405
07/21/2021,18 - 24 Years,0.524
07/21/2021,25 - 49 Years,0.599
07/21/2021,50 - 64 Years,0.756
07/21/2021,65+ Years,0.892
07/20/2021,<2 Years,0
07/20/2021,2 - 4 Years,0
07/20/2021,5 - 11 Years,0.007
07/20/2021,12 - 17 Years,0.402
07/20/2021,18 - 24 Years,0.522
07/20/2021,25 - 49 Years,0.597
07/20/2021,50 - 64 Years,0.755
07/20/2021,65+ Years,0.891
07/19/2021,<2 Years,0
07/19/2021,2 - 4 Years,0
07/19/2021,5 - 11 Years,0.007
07/19/2021,12 - 17 Years,0.399
07/19/2021,18 - 24 Years,0.521
07/19/2021,25 - 49 Years,0.596
07/19/2021,50 - 64 Years,0.754
07/19/2021,65+ Years,0.89
07/18/2021,<2 Years,0
07/18/2021,2 - 4 Years,0
07/18/2021,5 - 11 Years,0.007
07/18/2021,12 - 17 Years,0.396
07/18/2021,18 - 24 Years,0.519
07/18/2021,25 - 49 Years,0.595
07/18/2021,50 - 64 Years,0.753
07/18/2021,65+ Years,0.89
07/17/2021,<2 Years,0
07/17/2021,2 - 4 Years,0
07/17/2021,5 - 11 Years,0.007
07/17/2021,12 - 17 Years,0.395
07/17/2021,18 - 24 Years,0.518
07/17/2021,25 - 49 Years,0.594
07/17/2021,50 - 64 Years,0.753
07/17/2021,65+ Years,0.89
07/16/2021,<2 Years,0
07/16/2021,2 - 4 Years,0
07/16/2021,5 - 11 Years,0.007
07/16/2021,12 - 17 Years,0.393
07/16/2021,18 - 24 Years,0.517
07/16/2021,25 - 49 Years,0.594
07/16/2021,50 - 64 Years,0.752
07/16/2021,65+ Years,0.89
07/15/2021,<2 Years,0
07/15/2021,2 - 4 Years,0
07/15/2021,5 - 11 Years,0.007
07/15/2021,12 - 17 Years,0.39
07/15/2021,18 - 24 Years,0.516
07/15/2021,25 - 49 Years,0.592
07/15/2021,50 - 64 Years,0.751
07/15/2021,65+ Years,0.889
07/14/2021,<2 Years,0
07/14/2021,2 - 4 Years,0
07/14/2021,5 - 11 Years,0.007
07/14/2021,12 - 17 Years,0.387
07/14/2021,18 - 24 Years,0.514
07/14/2021,25 - 49 Years,0.591
07/14/2021,50 - 64 Years,0.75
07/14/2021,65+ Years,0.889
07/13/2021,<2 Years,0
07/13/2021,2 - 4 Years,0
07/13/2021,5 - 11 Years,0.007
07/13/2021,12 - 17 Years,0.385
07/13/2021,18 - 24 Years,0.513
07/13/2021,25 - 49 Years,0.59
07/13/2021,50 - 64 Years,0.75
07/13/2021,65+ Years,0.888
07/12/2021,<2 Years,0
07/12/2021,2 - 4 Years,0
07/12/2021,5 - 11 Years,0.007
07/12/2021,12 - 17 Years,0.383
07/12/2021,18 - 24 Years,0.512
07/12/2021,25 - 49 Years,0.589
07/12/2021,50 - 64 Years,0.749
07/12/2021,65+ Years,0.888
07/11/2021,<2 Years,0
07/11/2021,2 - 4 Years,0
07/11/2021,5 - 11 Years,0.007
07/11/2021,12 - 17 Years,0.38
07/11/2021,18 - 24 Years,0.51
07/11/2021,25 - 49 Years,0.588
07/11/2021,50 - 64 Years,0.748
07/11/2021,65+ Years,0.887
07/10/2021,<2 Years,0
07/10/2021,2 - 4 Years,0
07/10/2021,5 - 11 Years,0.007
07/10/2021,12 - 17 Years,0.379
07/10/2021,18 - 24 Years,0.51
07/10/2021,25 - 49 Years,0.588
07/10/2021,50 - 64 Years,0.748
07/10/2021,65+ Years,0.887
07/09/2021,<2 Years,0
07/09/2021,2 - 4 Years,0
07/09/2021,5 - 11 Years,0.007
07/09/2021,12 - 17 Years,0.378
07/09/2021,18 - 24 Years,0.509
07/09/2021,25 - 49 Years,0.587
07/09/2021,50 - 64 Years,0.747
07/09/2021,65+ Years,0.887
07/08/2021,<2 Years,0
07/08/2021,2 - 4 Years,0
07/08/2021,5 - 11 Years,0.007
07/08/2021,12 - 17 Years,0.375
07/08/2021,18 - 24 Years,0.507
07/08/2021,25 - 49 Years,0.586
07/08/2021,50 - 64 Years,0.746
07/08/2021,65+ Years,0.887
07/07/2021,<2 Years,0
07/07/2021,2 - 4 Years,0
07/07/2021,5 - 11 Years,0.007
07/07/2021,12 - 17 Years,0.373
07/07/2021,18 - 24 Years,0.506
07/07/2021,25 - 49 Years,0.585
07/07/2021,50 - 64 Years,0.745
07/07/2021,65+ Years,0.886
07/06/2021,<2 Years,0
07/06/2021,2 - 4 Years,0
07/06/2021,5 - 11 Years,0.007
07/06/2021,12 - 17 Years,0.371
07/06/2021,18 - 24 Years,0.504
07/06/2021,25 - 49 Years,0.584
07/06/2021,50 - 64 Years,0.745
07/06/2021,65+ Years,0.886
07/05/2021,<2 Years,0
07/05/2021,2 - 4 Years,0
